Name;Age;Points;Date;Rank;Birth_date;Turned_Pro;Weight;Height;Nationality;Birth_Country;Birth_City;Backhand;Strong_Hand
Tommy Robredo;33;1540;2015-07-13;21;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Leonardo Mayer;28;1515;2015-07-13;22;1987-05-15;2003;80;191;Argentine;Argentina;Corrientes;One_Handed;Right_Handed
Roberto Bautista Agut;27;1475;2015-07-13;23;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Ivo Karlovic;36;1450;2015-07-13;24;1979-02-28;2000;104;211;Croatie;Croatia;Zagreb;One_Handed;Right_Handed
Bernard Tomic;22;1400;2015-07-13;25;1992-10-21;2008;91;196;Australie;Germany;Stuttgart;Two_Handed;Right_Handed
Andreas Seppi;31;1360;2015-07-13;26;1984-02-21;2002;78;191;Italie;Italy;Bolzano;Two_Handed;Right_Handed
Pablo Cuevas;29;1297;2015-07-13;27;1986-01-01;2004;78;180;Uruguay;Argentina;Concordia;One_Handed;Right_Handed
Dominic Thiem;21;1270;2015-07-13;28;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Vasek Pospisil;25;1220;2015-07-13;29;1990-06-23;2007;88;193;Canada;Canada;Vernon;Two_Handed;Right_Handed
Juan Monaco;31;1215;2015-07-13;30;1984-03-29;2002;81;185;Argentine;Argentina;Tandil;Two_Handed;Right_Handed
Novak Djokovic;28;13845;2015-06-29;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;33;9665;2015-06-29;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Andy Murray;28;7450;2015-06-29;3;1987-05-15;2005;82;191;Angleterre;Scotland;Glasgow;Two_Handed;Right_Handed
Stan Wawrinka;30;5790;2015-06-29;4;1985-03-28;2002;81;183;Suisse;Switzerland;Lausanne;One_Handed;Right_Handed
Kei Nishikori;25;5660;2015-06-29;5;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Tomas Berdych;29;5050;2015-06-29;6;1985-09-17;2002;91;196;R<e9>publique tch<e8>que;CZE;Valasske Mezirici;Two_Handed;Right_Handed
David Ferrer;33;4490;2015-06-29;7;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Milos Raonic;24;4440;2015-06-29;8;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Marin Cilic;26;3540;2015-06-29;9;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Rafael Nadal;29;3135;2015-06-29;10;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Grigor Dimitrov;24;2600;2015-06-29;11;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Jo-Wilfried Tsonga;30;2565;2015-06-29;12;1985-04-17;2004;93;188;France;France;Le Mans;Two_Handed;Right_Handed
Gilles Simon;30;2435;2015-06-29;13;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Kevin Anderson;29;2090;2015-06-29;14;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
David Goffin;24;2010;2015-06-29;15;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Feliciano Lopez;33;1935;2015-06-29;16;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
John Isner;30;1890;2015-06-29;17;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Gael Monfils;28;1885;2015-06-29;18;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Tommy Robredo;33;1710;2015-06-29;19;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Richard Gasquet;29;1610;2015-06-29;20;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Leonardo Mayer;28;1605;2015-06-29;21;1987-05-15;2003;80;191;Argentine;Argentina;Corrientes;One_Handed;Right_Handed
Roberto Bautista Agut;27;1545;2015-06-29;22;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Pablo Cuevas;29;1502;2015-06-29;23;1986-01-01;2004;78;180;Uruguay;Argentina;Concordia;One_Handed;Right_Handed
Viktor Troicki;29;1494;2015-06-29;24;1986-02-10;2006;86;193;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Ivo Karlovic;36;1385;2015-06-29;25;1979-02-28;2000;104;211;Croatie;Croatia;Zagreb;One_Handed;Right_Handed
Bernard Tomic;22;1355;2015-06-29;26;1992-10-21;2008;91;196;Australie;Germany;Stuttgart;Two_Handed;Right_Handed
Andreas Seppi;31;1280;2015-06-29;27;1984-02-21;2002;78;191;Italie;Italy;Bolzano;Two_Handed;Right_Handed
Fabio Fognini;28;1250;2015-06-29;28;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Nick Kyrgios;20;1245;2015-06-29;29;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Dominic Thiem;21;1235;2015-06-29;30;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Novak Djokovic;28;13845;2015-06-22;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;33;9665;2015-06-22;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Andy Murray;28;7450;2015-06-22;3;1987-05-15;2005;82;191;Angleterre;Scotland;Glasgow;Two_Handed;Right_Handed
Stan Wawrinka;30;5790;2015-06-22;4;1985-03-28;2002;81;183;Suisse;Switzerland;Lausanne;One_Handed;Right_Handed
Kei Nishikori;25;5660;2015-06-22;5;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Tomas Berdych;29;5050;2015-06-22;6;1985-09-17;2002;91;196;R<e9>publique tch<e8>que;CZE;Valasske Mezirici;Two_Handed;Right_Handed
David Ferrer;33;4490;2015-06-22;7;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Milos Raonic;24;4440;2015-06-22;8;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Marin Cilic;26;3540;2015-06-22;9;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Rafael Nadal;29;3135;2015-06-22;10;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Grigor Dimitrov;24;2600;2015-06-22;11;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Jo-Wilfried Tsonga;30;2565;2015-06-22;12;1985-04-17;2004;93;188;France;France;Le Mans;Two_Handed;Right_Handed
Gilles Simon;30;2435;2015-06-22;13;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Kevin Anderson;29;2090;2015-06-22;14;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
David Goffin;24;2010;2015-06-22;15;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Feliciano Lopez;33;1935;2015-06-22;16;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
John Isner;30;1890;2015-06-22;17;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Gael Monfils;28;1885;2015-06-22;18;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Tommy Robredo;33;1710;2015-06-22;19;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Richard Gasquet;29;1610;2015-06-22;20;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Leonardo Mayer;28;1580;2015-06-22;21;1987-05-15;2003;80;191;Argentine;Argentina;Corrientes;One_Handed;Right_Handed
Roberto Bautista Agut;27;1545;2015-06-22;22;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Pablo Cuevas;29;1502;2015-06-22;23;1986-01-01;2004;78;180;Uruguay;Argentina;Concordia;One_Handed;Right_Handed
Viktor Troicki;29;1494;2015-06-22;24;1986-02-10;2006;86;193;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Ivo Karlovic;36;1385;2015-06-22;25;1979-02-28;2000;104;211;Croatie;Croatia;Zagreb;One_Handed;Right_Handed
Bernard Tomic;22;1355;2015-06-22;26;1992-10-21;2008;91;196;Australie;Germany;Stuttgart;Two_Handed;Right_Handed
Andreas Seppi;31;1280;2015-06-22;27;1984-02-21;2002;78;191;Italie;Italy;Bolzano;Two_Handed;Right_Handed
Fabio Fognini;28;1250;2015-06-22;28;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Nick Kyrgios;20;1245;2015-06-22;29;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Dominic Thiem;21;1225;2015-06-22;30;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Novak Djokovic;28;13845;2015-06-15;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;33;9165;2015-06-15;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Andy Murray;28;7040;2015-06-15;3;1987-05-15;2005;82;191;Angleterre;Scotland;Glasgow;Two_Handed;Right_Handed
Stan Wawrinka;30;5790;2015-06-15;4;1985-03-28;2002;81;183;Suisse;Switzerland;Lausanne;One_Handed;Right_Handed
Kei Nishikori;25;5570;2015-06-15;5;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Tomas Berdych;29;5050;2015-06-15;6;1985-09-17;2002;91;196;R<e9>publique tch<e8>que;CZE;Valasske Mezirici;Two_Handed;Right_Handed
David Ferrer;33;4490;2015-06-15;7;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Milos Raonic;24;4440;2015-06-15;8;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Marin Cilic;26;3540;2015-06-15;9;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Rafael Nadal;29;3135;2015-06-15;10;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Grigor Dimitrov;24;2600;2015-06-15;11;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Jo-Wilfried Tsonga;30;2565;2015-06-15;12;1985-04-17;2004;93;188;France;France;Le Mans;Two_Handed;Right_Handed
Gilles Simon;30;2300;2015-06-15;13;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Feliciano Lopez;33;2140;2015-06-15;14;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
David Goffin;24;2010;2015-06-15;15;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Gael Monfils;28;1885;2015-06-15;16;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Kevin Anderson;29;1880;2015-06-15;17;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
John Isner;30;1845;2015-06-15;18;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Richard Gasquet;28;1715;2015-06-15;19;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Tommy Robredo;33;1710;2015-06-15;20;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Roberto Bautista Agut;27;1705;2015-06-15;21;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Leonardo Mayer;28;1580;2015-06-15;22;1987-05-15;2003;80;191;Argentine;Argentina;Corrientes;One_Handed;Right_Handed
Pablo Cuevas;29;1502;2015-06-15;23;1986-01-01;2004;78;180;Uruguay;Argentina;Concordia;One_Handed;Right_Handed
Bernard Tomic;22;1355;2015-06-15;24;1992-10-21;2008;91;196;Australie;Germany;Stuttgart;Two_Handed;Right_Handed
Viktor Troicki;29;1354;2015-06-15;25;1986-02-10;2006;86;193;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Fabio Fognini;28;1250;2015-06-15;26;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Ivo Karlovic;36;1250;2015-06-15;27;1979-02-28;2000;104;211;Croatie;Croatia;Zagreb;One_Handed;Right_Handed
Nick Kyrgios;20;1245;2015-06-15;28;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Dominic Thiem;21;1225;2015-06-15;29;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Jack Sock;22;1215;2015-06-15;30;1992-09-24;2011;88;191;Etats-Unis;NE;Lincoln;Two_Handed;Right_Handed
Novak Djokovic;28;13845;2015-06-08;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;33;9415;2015-06-08;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Andy Murray;28;7040;2015-06-08;3;1987-05-15;2005;82;191;Angleterre;Scotland;Glasgow;Two_Handed;Right_Handed
Stan Wawrinka;30;5835;2015-06-08;4;1985-03-28;2002;81;183;Suisse;Switzerland;Lausanne;One_Handed;Right_Handed
Kei Nishikori;25;5570;2015-06-08;5;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Tomas Berdych;29;5050;2015-06-08;6;1985-09-17;2002;91;196;R<e9>publique tch<e8>que;CZE;Valasske Mezirici;Two_Handed;Right_Handed
David Ferrer;33;4490;2015-06-08;7;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Milos Raonic;24;4440;2015-06-08;8;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Marin Cilic;26;3460;2015-06-08;9;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Rafael Nadal;29;2930;2015-06-08;10;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Grigor Dimitrov;24;2760;2015-06-08;11;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Jo-Wilfried Tsonga;30;2585;2015-06-08;12;1985-04-17;2004;93;188;France;France;Le Mans;Two_Handed;Right_Handed
Gilles Simon;30;2300;2015-06-08;13;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Feliciano Lopez;33;2245;2015-06-08;14;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
David Goffin;24;1915;2015-06-08;15;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Gael Monfils;28;1885;2015-06-08;16;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Kevin Anderson;29;1880;2015-06-08;17;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
John Isner;30;1845;2015-06-08;18;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Richard Gasquet;28;1715;2015-06-08;19;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Tommy Robredo;33;1710;2015-06-08;20;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Roberto Bautista Agut;27;1705;2015-06-08;21;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Leonardo Mayer;28;1580;2015-06-08;22;1987-05-15;2003;80;191;Argentine;Argentina;Corrientes;One_Handed;Right_Handed
Pablo Cuevas;29;1502;2015-06-08;23;1986-01-01;2004;78;180;Uruguay;Argentina;Concordia;One_Handed;Right_Handed
Bernard Tomic;22;1355;2015-06-08;24;1992-10-21;2008;91;196;Australie;Germany;Stuttgart;Two_Handed;Right_Handed
Nick Kyrgios;20;1340;2015-06-08;25;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Fabio Fognini;28;1250;2015-06-08;26;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Ivo Karlovic;36;1250;2015-06-08;27;1979-02-28;2000;104;211;Croatie;Croatia;Zagreb;One_Handed;Right_Handed
Viktor Troicki;29;1242;2015-06-08;28;1986-02-10;2006;86;193;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Philipp Kohlschreiber;31;1240;2015-06-08;29;1983-10-16;2001;70;178;Allemagne;Germany;Augsburg;One_Handed;Right_Handed
Dominic Thiem;21;1225;2015-06-08;30;1993-09-03;2011;79;185;Autriche;Austria;Wiener Neustadt;One_Handed;Right_Handed
Novak Djokovic;28;13845;2015-05-25;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;33;9235;2015-05-25;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Andy Murray;28;7040;2015-05-25;3;1987-05-15;2005;82;191;Angleterre;Scotland;Glasgow;Two_Handed;Right_Handed
Tomas Berdych;29;5230;2015-05-25;4;1985-09-17;2002;91;196;R<e9>publique tch<e8>que;CZE;Valasske Mezirici;Two_Handed;Right_Handed
Kei Nishikori;25;5220;2015-05-25;5;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Milos Raonic;24;4800;2015-05-25;6;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Rafael Nadal;28;4570;2015-05-25;7;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
David Ferrer;33;4490;2015-05-25;8;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Stan Wawrinka;30;3845;2015-05-25;9;1985-03-28;2002;81;183;Suisse;Switzerland;Lausanne;One_Handed;Right_Handed
Marin Cilic;26;3370;2015-05-25;10;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Grigor Dimitrov;24;2760;2015-05-25;11;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Feliciano Lopez;33;2280;2015-05-25;12;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Gilles Simon;30;2210;2015-05-25;13;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Gael Monfils;28;2065;2015-05-25;14;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Jo-Wilfried Tsonga;30;2045;2015-05-25;15;1985-04-17;2004;93;188;France;France;Le Mans;Two_Handed;Right_Handed
John Isner;30;1980;2015-05-25;16;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
Kevin Anderson;29;1970;2015-05-25;17;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
David Goffin;24;1835;2015-05-25;18;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Tommy Robredo;33;1755;2015-05-25;19;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Roberto Bautista Agut;27;1750;2015-05-25;20;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Richard Gasquet;28;1625;2015-05-25;21;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Leonardo Mayer;28;1580;2015-05-25;22;1987-05-15;2003;80;191;Argentine;Argentina;Corrientes;One_Handed;Right_Handed
Pablo Cuevas;29;1502;2015-05-25;23;1986-01-01;2004;78;180;Uruguay;Argentina;Concordia;One_Handed;Right_Handed
Guillermo Garcia-Lopez;31;1335;2015-05-25;24;1983-06-04;2002;80;185;Espagne;Spain;La Roda (Albacete);One_Handed;Right_Handed
Ivo Karlovic;36;1330;2015-05-25;25;1979-02-28;2000;104;211;Croatie;Croatia;Zagreb;One_Handed;Right_Handed
Bernard Tomic;22;1320;2015-05-25;26;1992-10-21;2008;91;196;Australie;Germany;Stuttgart;Two_Handed;Right_Handed
Fabio Fognini;28;1295;2015-05-25;27;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Philipp Kohlschreiber;31;1285;2015-05-25;28;1983-10-16;2001;70;178;Allemagne;Germany;Augsburg;One_Handed;Right_Handed
Ernests Gulbis;26;1275;2015-05-25;29;1988-08-30;2004;85;191;Lettonie;Latvia;Riga;Two_Handed;Right_Handed
Nick Kyrgios;20;1250;2015-05-25;30;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Novak Djokovic;27;13845;2015-05-18;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;33;9235;2015-05-18;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Andy Murray;28;7040;2015-05-18;3;1987-05-15;2005;82;191;Angleterre;Scotland;Glasgow;Two_Handed;Right_Handed
Tomas Berdych;29;5230;2015-05-18;4;1985-09-17;2002;91;196;R<e9>publique tch<e8>que;CZE;Valasske Mezirici;Two_Handed;Right_Handed
Kei Nishikori;25;5220;2015-05-18;5;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Milos Raonic;24;4800;2015-05-18;6;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Rafael Nadal;28;4570;2015-05-18;7;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
David Ferrer;33;4490;2015-05-18;8;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Stan Wawrinka;30;3845;2015-05-18;9;1985-03-28;2002;81;183;Suisse;Switzerland;Lausanne;One_Handed;Right_Handed
Marin Cilic;26;3325;2015-05-18;10;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Grigor Dimitrov;24;2760;2015-05-18;11;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Feliciano Lopez;33;2280;2015-05-18;12;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Gilles Simon;30;2255;2015-05-18;13;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
Gael Monfils;28;2065;2015-05-18;14;1986-09-01;2004;85;193;France;France;Paris;Two_Handed;Right_Handed
Jo-Wilfried Tsonga;30;2045;2015-05-18;15;1985-04-17;2004;93;188;France;France;Le Mans;Two_Handed;Right_Handed
Kevin Anderson;28;1970;2015-05-18;16;1986-05-18;2007;94;203;Afrique du Sud;South Africa;Johannesburg;Two_Handed;Right_Handed
John Isner;30;1935;2015-05-18;17;1985-04-26;2007;108;208;Etats-Unis;NC;Greensboro;Two_Handed;Right_Handed
David Goffin;24;1835;2015-05-18;18;1990-12-07;2009;70;180;Belgique;Belgium;Rocourt;Two_Handed;Right_Handed
Tommy Robredo;33;1755;2015-05-18;19;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Roberto Bautista Agut;27;1750;2015-05-18;20;1988-04-14;2005;75;183;Espagne;Spain;Castellon de la Plana;Two_Handed;Right_Handed
Richard Gasquet;28;1625;2015-05-18;21;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Pablo Cuevas;29;1502;2015-05-18;22;1986-01-01;2004;78;180;Uruguay;Argentina;Concordia;One_Handed;Right_Handed
Philipp Kohlschreiber;31;1490;2015-05-18;23;1983-10-16;2001;70;178;Allemagne;Germany;Augsburg;One_Handed;Right_Handed
Leonardo Mayer;28;1487;2015-05-18;24;1987-05-15;2003;80;191;Argentine;Argentina;Corrientes;One_Handed;Right_Handed
Ernests Gulbis;26;1480;2015-05-18;25;1988-08-30;2004;85;191;Lettonie;Latvia;Riga;Two_Handed;Right_Handed
Ivo Karlovic;36;1435;2015-05-18;26;1979-02-28;2000;104;211;Croatie;Croatia;Zagreb;One_Handed;Right_Handed
Guillermo Garcia-Lopez;31;1335;2015-05-18;27;1983-06-04;2002;80;185;Espagne;Spain;La Roda (Albacete);One_Handed;Right_Handed
Bernard Tomic;22;1320;2015-05-18;28;1992-10-21;2008;91;196;Australie;Germany;Stuttgart;Two_Handed;Right_Handed
Fabio Fognini;27;1295;2015-05-18;29;1987-05-24;2004;79;178;Italie;Italy;Sanremo;Two_Handed;Right_Handed
Nick Kyrgios;20;1230;2015-05-18;30;1995-04-27;2013;85;193;Australie;Australia;Canberra;Two_Handed;Right_Handed
Novak Djokovic;27;13845;2015-05-11;1;1987-05-22;2003;77;188;Serbie;Serbia;Belgrade;Two_Handed;Right_Handed
Roger Federer;33;8645;2015-05-11;2;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Andy Murray;27;7130;2015-05-11;3;1987-05-15;2005;82;191;Angleterre;Scotland;Glasgow;Two_Handed;Right_Handed
Milos Raonic;24;5160;2015-05-11;4;1990-12-27;2008;98;196;Canada;Montenegro;Podgorica;Two_Handed;Right_Handed
Tomas Berdych;29;5140;2015-05-11;5;1985-09-17;2002;91;196;R<e9>publique tch<e8>que;CZE;Valasske Mezirici;Two_Handed;Right_Handed
Kei Nishikori;25;5040;2015-05-11;6;1989-12-29;2007;73;178;Japon;Japan;Shimane;Two_Handed;Right_Handed
Rafael Nadal;28;4990;2015-05-11;7;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
David Ferrer;33;4310;2015-05-11;8;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Stan Wawrinka;30;3575;2015-05-11;9;1985-03-28;2002;81;183;Suisse;Switzerland;Lausanne;One_Handed;Right_Handed
Marin Cilic;26;3360;2015-05-11;10;1988-09-28;2005;89;198;Croatie;Bosnia-Herzegovina;Medjugorje;Two_Handed;Right_Handed
Grigor Dimitrov;23;3075;2015-05-11;11;1991-05-16;2008;81;191;Bulgarie;Bulgaria;Haskovo;One_Handed;Right_Handed
Gilles Simon;30;2255;2015-05-11;12;1984-12-27;2002;70;183;France;France;Nice;Two_Handed;Right_Handed
