"Team","System_Team","Match_Number","Home_Away","Three_Or_Five_Def","Two_Strikers","Classification","Age","Mean_Value","Rank","Points","League","Rank_bis","Points_bis"
"AJ Auxerre","4-2-3-1",105,"Home","No","No","4d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"OGC Nice","3-5-2",105,"Away","Yes","Yes","3_5d_2s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"FC Nantes","4-4-2",106,"Home","No","Yes","4d_2s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"Stade Brestois 29","4-2-3-1",106,"Away","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"Stade Rennais FC","4-4-2",107,"Home","No","Yes","4d_2s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"Olympique Lyon","5-3-2",107,"Away","Yes","Yes","3_5d_2s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"ESTAC Troyes","3-4-3",108,"Home","Yes","No","3_5d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"AC Ajaccio","4-4-2",108,"Away","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"AS Monaco","4-4-2",109,"Home","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"Clermont Foot 63","3-4-1-2",109,"Away","Yes","Yes","3_5d_2s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Paris Saint-Germain","4-3-1-2",110,"Home","No","Yes","4d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"Olympique Marseille","3-4-2-1",110,"Away","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"AC Ajaccio","4-4-2",111,"Home","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"Paris Saint-Germain","4-3-1-2",111,"Away","No","Yes","4d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"Montpellier HSC","4-2-3-1",112,"Home","No","No","4d_1s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"Olympique Lyon","3-4-1-2",112,"Away","Yes","Yes","3_5d_2s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"Olympique Marseille","3-4-2-1",113,"Home","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"RC Lens","3-5-2",113,"Away","Yes","Yes","3_5d_2s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"Angers SCO","5-3-2",114,"Home","Yes","Yes","3_5d_2s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"Stade Rennais FC","4-4-2",114,"Away","No","Yes","4d_2s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"Clermont Foot 63","3-4-2-1",115,"Home","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Stade Brestois 29","4-2-3-1",115,"Away","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"Stade Reims","4-2-3-1",116,"Home","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"AJ Auxerre","4-2-3-1",116,"Away","No","No","4d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"FC Toulouse","4-3-3",117,"Home","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"RC Strasbourg Alsace","3-5-2",117,"Away","Yes","Yes","3_5d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"ESTAC Troyes","5-4-1",118,"Home","Yes","No","3_5d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"FC Lorient","4-2-3-1",118,"Away","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"OGC Nice","3-4-3",119,"Home","Yes","No","3_5d_1s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"FC Nantes","4-2-3-1",119,"Away","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"LOSC Lille","4-2-3-1",120,"Home","No","No","4d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"AS Monaco","4-4-2",120,"Away","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"RC Lens","3-5-2",121,"Home","Yes","Yes","3_5d_2s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"FC Toulouse","4-3-3",121,"Away","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"Paris Saint-Germain","4-3-3",122,"Home","No","No","4d_1s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"ESTAC Troyes","5-4-1",122,"Away","Yes","No","3_5d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"RC Strasbourg Alsace","3-5-2",123,"Home","Yes","Yes","3_5d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"Olympique Marseille","3-4-2-1",123,"Away","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"AJ Auxerre","4-4-2",124,"Home","No","Yes","4d_2s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"AC Ajaccio","4-4-2",124,"Away","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"AS Monaco","3-4-1-2",125,"Home","Yes","Yes","3_5d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"Angers SCO","5-3-2",125,"Away","Yes","Yes","3_5d_2s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"FC Nantes","4-2-3-1",126,"Home","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"Clermont Foot 63","3-4-2-1",126,"Away","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Stade Brestois 29","4-2-3-1",127,"Home","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"Stade Reims","4-2-3-1",127,"Away","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"Stade Rennais FC","4-4-2",128,"Home","No","Yes","4d_2s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"Montpellier HSC","5-3-2",128,"Away","Yes","Yes","3_5d_2s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"FC Lorient","4-1-4-1",129,"Home","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"OGC Nice","4-4-2",129,"Away","No","Yes","4d_2s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"Olympique Lyon","3-5-2",130,"Home","Yes","Yes","3_5d_2s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"LOSC Lille","4-2-3-1",130,"Away","No","No","4d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"ESTAC Troyes","5-4-1",131,"Home","Yes","No","3_5d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"AJ Auxerre","4-4-2",131,"Away","No","Yes","4d_2s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"AC Ajaccio","4-4-2",132,"Home","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"RC Strasbourg Alsace","3-4-3",132,"Away","Yes","No","3_5d_1s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"Angers SCO","5-3-2",133,"Home","Yes","Yes","3_5d_2s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"RC Lens","3-4-2-1",133,"Away","Yes","No","3_5d_1s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"FC Lorient","4-1-4-1",134,"Home","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"Paris Saint-Germain","3-4-1-2",134,"Away","Yes","Yes","3_5d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"Clermont Foot 63","3-4-1-2",135,"Home","Yes","Yes","3_5d_2s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Montpellier HSC","5-3-2",135,"Away","Yes","Yes","3_5d_2s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"OGC Nice","4-4-2",136,"Home","No","Yes","4d_2s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"Stade Brestois 29","4-3-3",136,"Away","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"Stade Reims","4-2-3-1",137,"Home","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"FC Nantes","4-3-3",137,"Away","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"FC Toulouse","4-3-3",138,"Home","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"AS Monaco","4-2-3-1",138,"Away","No","No","4d_1s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"LOSC Lille","4-2-3-1",139,"Home","No","No","4d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"Stade Rennais FC","4-3-3",139,"Away","No","No","4d_1s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"Olympique Marseille","5-4-1",140,"Home","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"Olympique Lyon","4-3-1-2",140,"Away","No","Yes","4d_2s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"Olympique Lyon","4-3-3",141,"Home","No","No","4d_1s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"OGC Nice","4-4-2",141,"Away","No","Yes","4d_2s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"RC Lens","3-4-2-1",142,"Home","Yes","No","3_5d_1s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"Clermont Foot 63","3-4-1-2",142,"Away","Yes","Yes","3_5d_2s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Stade Rennais FC","4-4-2",143,"Home","No","Yes","4d_2s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"FC Toulouse","4-3-3",143,"Away","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"Paris Saint-Germain","4-3-1-2",144,"Home","No","Yes","4d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"AJ Auxerre","5-4-1",144,"Away","Yes","No","3_5d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"FC Nantes","4-2-3-1",145,"Home","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"AC Ajaccio","4-4-2",145,"Away","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"LOSC Lille","4-2-3-1",146,"Home","No","No","4d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"Angers SCO","5-3-2",146,"Away","Yes","Yes","3_5d_2s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"Montpellier HSC","5-3-2",147,"Home","Yes","Yes","3_5d_2s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"Stade Reims","4-2-3-1",147,"Away","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"Stade Brestois 29","4-3-3",148,"Home","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"ESTAC Troyes","3-4-3",148,"Away","Yes","No","3_5d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"RC Strasbourg Alsace","4-4-2",149,"Home","No","Yes","4d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"FC Lorient","4-2-3-1",149,"Away","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"AS Monaco","4-4-2",150,"Home","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"Olympique Marseille","3-4-2-1",150,"Away","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"AC Ajaccio","4-4-2",151,"Home","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"Angers SCO","4-2-3-1",151,"Away","No","No","4d_1s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"ESTAC Troyes","4-2-3-1",152,"Home","No","No","4d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"FC Nantes","4-3-3",152,"Away","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"AJ Auxerre","4-4-1-1",153,"Home","No","No","4d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"AS Monaco","4-4-2",153,"Away","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"Clermont Foot 63","3-4-2-1",154,"Home","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"LOSC Lille","3-4-2-1",154,"Away","Yes","No","3_5d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"Paris Saint-Germain","4-3-1-2",155,"Home","No","Yes","4d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"RC Strasbourg Alsace","4-4-2",155,"Away","No","Yes","4d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"Stade Brestois 29","4-3-3",156,"Home","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"Olympique Lyon","4-2-3-1",156,"Away","No","No","4d_1s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"FC Lorient","4-2-3-1",157,"Home","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"Montpellier HSC","4-2-3-1",157,"Away","No","No","4d_1s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"Stade Reims","4-2-3-1",158,"Home","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"Stade Rennais FC","4-3-3",158,"Away","No","No","4d_1s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"OGC Nice","3-4-3",159,"Home","Yes","No","3_5d_1s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"RC Lens","3-5-2",159,"Away","Yes","Yes","3_5d_2s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"Olympique Marseille","3-4-2-1",160,"Home","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"FC Toulouse","4-3-3",160,"Away","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"AS Monaco","4-4-2",161,"Home","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"Stade Brestois 29","4-3-3",161,"Away","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"Angers SCO","4-2-3-1",162,"Home","No","No","4d_1s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"FC Lorient","4-2-3-1",162,"Away","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"FC Nantes","4-2-3-1",163,"Home","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"AJ Auxerre","4-4-1-1",163,"Away","No","No","4d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"FC Toulouse","4-3-3",164,"Home","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"AC Ajaccio","4-4-2",164,"Away","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"Olympique Lyon","4-2-3-1",165,"Home","No","No","4d_1s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"Clermont Foot 63","3-4-2-1",165,"Away","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"RC Lens","3-4-2-1",166,"Home","Yes","No","3_5d_1s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"Paris Saint-Germain","4-3-1-2",166,"Away","No","Yes","4d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"RC Strasbourg Alsace","4-3-1-2",167,"Home","No","Yes","4d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"ESTAC Troyes","4-2-3-1",167,"Away","No","No","4d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"LOSC Lille","3-4-2-1",168,"Home","Yes","No","3_5d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"Stade Reims","4-2-3-1",168,"Away","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"Montpellier HSC","4-2-3-1",169,"Home","No","No","4d_1s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"Olympique Marseille","3-4-2-1",169,"Away","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"Stade Rennais FC","4-4-2",170,"Home","No","Yes","4d_2s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"OGC Nice","5-4-1",170,"Away","Yes","No","3_5d_1s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"AC Ajaccio","4-4-2",171,"Home","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"Stade Reims","4-2-3-1",171,"Away","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"AJ Auxerre","4-4-2",172,"Home","No","Yes","4d_2s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"FC Toulouse","4-3-3",172,"Away","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"Clermont Foot 63","3-4-2-1",173,"Home","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Stade Rennais FC","4-4-2",173,"Away","No","Yes","4d_2s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"FC Nantes","4-2-3-1",174,"Home","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"Olympique Lyon","4-3-3",174,"Away","No","No","4d_1s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"Stade Brestois 29","4-3-3",175,"Home","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"LOSC Lille","4-2-3-1",175,"Away","No","No","4d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"FC Lorient","4-2-3-1",176,"Home","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"AS Monaco","4-4-2",176,"Away","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"OGC Nice","4-2-3-1",177,"Home","No","No","4d_1s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"Montpellier HSC","4-2-3-1",177,"Away","No","No","4d_1s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"Paris Saint-Germain","3-4-1-2",178,"Home","Yes","Yes","3_5d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"Angers SCO","4-2-3-1",178,"Away","No","No","4d_1s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"RC Strasbourg Alsace","5-3-2",179,"Home","Yes","Yes","3_5d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"RC Lens","3-4-2-1",179,"Away","Yes","No","3_5d_1s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"ESTAC Troyes","4-2-3-1",180,"Home","No","No","4d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"Olympique Marseille","3-4-2-1",180,"Away","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"RC Lens","3-4-2-1",181,"Home","Yes","No","3_5d_1s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"AJ Auxerre","4-2-3-1",181,"Away","No","No","4d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"Olympique Marseille","3-4-2-1",182,"Home","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"FC Lorient","4-2-3-1",182,"Away","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"Olympique Lyon","3-4-1-2",183,"Home","Yes","Yes","3_5d_2s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"RC Strasbourg Alsace","5-3-2",183,"Away","Yes","Yes","3_5d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"LOSC Lille","4-4-2",184,"Home","No","Yes","4d_2s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"ESTAC Troyes","4-2-3-1",184,"Away","No","No","4d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"Angers SCO","4-2-3-1",185,"Home","No","No","4d_1s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"Clermont Foot 63","3-4-2-1",185,"Away","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Montpellier HSC","4-2-3-1",186,"Home","No","No","4d_1s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"FC Nantes","5-4-1",186,"Away","Yes","No","3_5d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"Stade Reims","4-2-3-1",187,"Home","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"OGC Nice","4-2-3-1",187,"Away","No","No","4d_1s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"FC Toulouse","4-3-3",188,"Home","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"Stade Brestois 29","4-3-3",188,"Away","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"AS Monaco","4-4-2",189,"Home","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"AC Ajaccio","5-4-1",189,"Away","Yes","No","3_5d_1s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"Stade Rennais FC","5-4-1",190,"Home","Yes","No","3_5d_1s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"Paris Saint-Germain","3-4-1-2",190,"Away","Yes","Yes","3_5d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"FC Lorient","4-2-3-1",191,"Home","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"Stade Rennais FC","5-4-1",191,"Away","Yes","No","3_5d_1s",23.8,10.2,4,68,"Ligue 1",0.8,1.78947368421053
"ESTAC Troyes","3-4-2-1",192,"Home","Yes","No","3_5d_1s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"RC Lens","3-4-2-1",192,"Away","Yes","No","3_5d_1s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
"Olympique Marseille","3-4-2-1",193,"Home","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"AS Monaco","4-4-2",193,"Away","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"OGC Nice","4-3-3",194,"Home","No","No","4d_1s",23.9,7.58,9,58,"Ligue 1",0.55,1.52631578947368
"LOSC Lille","4-2-3-1",194,"Away","No","No","4d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"AJ Auxerre","4-3-3",195,"Home","No","No","4d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"Montpellier HSC","4-2-3-1",195,"Away","No","No","4d_1s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"Clermont Foot 63","3-4-2-1",196,"Home","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"FC Nantes","4-3-3",196,"Away","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"RC Strasbourg Alsace","3-5-2",197,"Home","Yes","Yes","3_5d_2s",25.6,3.43,15,40,"Ligue 1",0.25,1.05263157894737
"FC Toulouse","4-3-3",197,"Away","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"Stade Brestois 29","4-3-3",198,"Home","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"Angers SCO","4-4-2",198,"Away","No","Yes","4d_2s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"AC Ajaccio","4-4-2",199,"Home","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"Olympique Lyon","4-3-3",199,"Away","No","No","4d_1s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"Paris Saint-Germain","4-4-2",200,"Home","No","Yes","4d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"Stade Reims","4-2-3-1",200,"Away","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"Angers SCO","4-4-2",201,"Home","No","Yes","4d_2s",24.6,1.63,20,18,"Ligue 1",0,0.473684210526316
"AC Ajaccio","4-4-2",201,"Away","No","Yes","4d_2s",26.6,0.659,18,26,"Ligue 1",0.1,0.684210526315789
"FC Nantes","4-2-3-1",202,"Home","No","No","4d_1s",25.5,3.22,16,36,"Ligue 1",0.2,0.947368421052632
"Olympique Marseille","3-4-2-1",202,"Away","Yes","No","3_5d_1s",25.2,8.96,3,73,"Ligue 1",0.85,1.92105263157895
"LOSC Lille","4-2-3-1",203,"Home","No","No","4d_1s",24.8,7.51,5,67,"Ligue 1",0.75,1.76315789473684
"Clermont Foot 63","3-4-2-1",203,"Away","Yes","No","3_5d_1s",25.8,1.45,8,59,"Ligue 1",0.6,1.55263157894737
"Stade Reims","4-2-3-1",204,"Home","No","No","4d_1s",23.4,3.98,11,51,"Ligue 1",0.45,1.34210526315789
"FC Lorient","4-2-3-1",204,"Away","No","No","4d_1s",24.1,4.18,10,55,"Ligue 1",0.5,1.44736842105263
"FC Toulouse","4-3-3",205,"Home","No","No","4d_1s",23.5,2.83,13,48,"Ligue 1",0.35,1.26315789473684
"ESTAC Troyes","3-5-2",205,"Away","Yes","Yes","3_5d_2s",24.4,1.86,19,24,"Ligue 1",0.05,0.631578947368421
"AS Monaco","4-4-2",206,"Home","No","Yes","4d_2s",23.8,11.51,6,65,"Ligue 1",0.7,1.71052631578947
"AJ Auxerre","4-3-3",206,"Away","No","No","4d_1s",26,1.3,17,35,"Ligue 1",0.15,0.921052631578947
"Montpellier HSC","3-5-2",207,"Home","Yes","Yes","3_5d_2s",24.6,3.66,12,50,"Ligue 1",0.4,1.31578947368421
"Paris Saint-Germain","4-1-3-2",207,"Away","No","Yes","4d_2s",25.5,24.09,1,85,"Ligue 1",0.95,2.23684210526316
"Olympique Lyon","4-3-1-2",208,"Home","No","Yes","4d_2s",24.9,10.32,7,62,"Ligue 1",0.65,1.63157894736842
"Stade Brestois 29","4-3-3",208,"Away","No","No","4d_1s",25.8,2.4,14,44,"Ligue 1",0.3,1.15789473684211
"RC Lens","3-4-2-1",209,"Home","Yes","No","3_5d_1s",24.9,6.11,2,84,"Ligue 1",0.9,2.21052631578947
